timestamp,id,type,status
2017-05-01T03:11:00Z,0c1c4936,gateway,online
2017-05-01T03:13:00Z,3831469f,gateway,offline
2017-05-01T03:16:30Z,0eb08b02,sensor,online
2017-05-01T03:16:50Z,cc2b7e1d,sensor,online
2017-05-01T03:22:40Z,ad335fb1,sensor,online
2017-05-01T03:24:00Z,f285d0aa,sensor,offline
2017-05-01T03:30:00Z,fb94514f,sensor,online
2017-05-01T03:30:20Z,b834d10a,gateway,online
2017-05-01T03:33:40Z,89b19920,gateway,online
2017-05-01T03:34:30Z,1773fb0e,gateway,online
2017-05-01T03:39:20Z,2c0ddfff,gateway,online
2017-05-01T03:41:10Z,c991d896,gateway,offline
2017-05-01T03:45:40Z,6e711d12,sensor,offline
2017-05-01T03:50:40Z,17b78b6b,gateway,offline
2017-05-01T03:51:50Z,38ae7ca2,gateway,offline
2017-05-01T03:53:30Z,14d526a9,sensor,offline
2017-05-01T04:03:00Z,0382b373,gateway,offline
2017-05-01T04:05:40Z,370ee49f,sensor,online
2017-05-01T04:09:50Z,625a5351,sensor,online
2017-05-01T04:10:40Z,e2ffecbf,sensor,offline
2017-05-01T04:14:10Z,5cb1b6a2,gateway,online
2017-05-01T04:14:30Z,1773fb0e,gateway,offline
2017-05-01T04:15:00Z,853cbd94,gateway,offline
2017-05-01T04:17:40Z,304b98c2,gateway,offline
2017-05-01T04:26:20Z,a4a281ad,sensor,offline
2017-05-01T04:34:10Z,a53675d8,sensor,online
2017-05-01T04:45:40Z,9c1060fc,sensor,offline
2017-05-01T04:46:40Z,07987cb2,gateway,offline
2017-05-01T04:55:20Z,b834d10a,gateway,online
2017-05-01T04:57:00Z,361f2df5,gateway,online
2017-05-01T04:57:10Z,219e8832,gateway,offline
2017-05-01T05:01:20Z,219e8832,gateway,offline
2017-05-01T05:01:40Z,caedaaef,sensor,online
2017-05-01T05:07:50Z,304b98c2,gateway,offline
2017-05-01T05:08:10Z,b88d1935,gateway,online
2017-05-01T05:08:30Z,c407b0f1,gateway,online
2017-05-01T05:11:10Z,0382b373,gateway,online
2017-05-01T05:13:00Z,04a3c175,gateway,offline
2017-05-01T05:14:00Z,d00f32f6,gateway,online
2017-05-01T05:16:00Z,154f2679,gateway,offline
2017-05-01T05:20:00Z,2c0ddfff,gateway,offline
2017-05-01T05:23:20Z,f5d9c9f2,sensor,online
2017-05-01T05:23:50Z,1773fb0e,gateway,offline
2017-05-01T05:27:50Z,d00f32f6,gateway,offline
2017-05-01T05:37:00Z,a66e783b,gateway,offline
2017-05-01T05:37:50Z,b88d1935,gateway,offline
2017-05-01T05:45:30Z,853cbd94,gateway,online
2017-05-01T05:47:20Z,370ee49f,sensor,online
2017-05-01T05:48:10Z,45b6094c,sensor,offline
2017-05-01T05:49:10Z,ad335fb1,sensor,offline
2017-05-01T05:49:50Z,9db3b7eb,gateway,online
2017-05-01T06:14:20Z,68d7dc9c,gateway,offline
2017-05-01T06:19:30Z,bb6dee36,gateway,online
2017-05-01T06:23:00Z,8548695d,sensor,offline
2017-05-01T06:24:40Z,dc326aec,gateway,online
2017-05-01T06:24:50Z,edd97721,gateway,online
2017-05-01T06:25:00Z,2ae06202,sensor,offline
2017-05-01T06:26:40Z,56c54b18,sensor,online
2017-05-01T06:27:20Z,28fdfb0a,sensor,online
2017-05-01T06:28:30Z,312604b9,gateway,offline
2017-05-01T06:28:50Z,86c9c2ea,sensor,offline
2017-05-01T06:30:10Z,a4a281ad,sensor,offline
2017-05-01T06:31:40Z,edd97721,gateway,offline
2017-05-01T06:32:10Z,04a3c175,gateway,offline
2017-05-01T06:34:20Z,45b6094c,sensor,offline
2017-05-01T06:42:30Z,a42eea06,gateway,online
2017-05-01T06:45:50Z,5cb1b6a2,gateway,offline
2017-05-01T06:46:40Z,fb94514f,sensor,offline
2017-05-01T06:49:10Z,312604b9,gateway,online
2017-05-01T06:53:30Z,89987171,gateway,offline
2017-05-01T06:55:20Z,e216c966,gateway,offline
2017-05-01T06:55:30Z,6cfa974b,gateway,online
2017-05-01T06:58:40Z,853cbd94,gateway,offline
2017-05-01T07:01:50Z,6167c854,sensor,online
2017-05-01T07:04:20Z,9bc9d650,sensor,offline
2017-05-01T07:18:30Z,2756d6c1,sensor,offline
2017-05-01T07:18:50Z,e2ffecbf,sensor,offline
2017-05-01T07:23:10Z,c991d896,gateway,online
2017-05-01T07:26:20Z,361f2df5,gateway,offline
2017-05-01T07:29:10Z,4c878ab4,gateway,online
2017-05-01T07:35:30Z,c702be7d,gateway,offline
2017-05-01T07:36:00Z,4e0e5b16,sensor,online
2017-05-01T07:37:50Z,0382b373,gateway,offline
2017-05-01T07:39:20Z,caedaaef,sensor,offline
2017-05-01T07:40:20Z,dc326aec,gateway,offline
2017-05-01T07:40:30Z,5b2a424f,gateway,online
2017-05-01T07:45:20Z,17b78b6b,gateway,offline
2017-05-01T07:46:50Z,563b207e,sensor,online
2017-05-01T07:49:30Z,10ca7efd,gateway,offline
2017-05-01T07:55:00Z,312604b9,gateway,offline
2017-05-01T08:03:50Z,1a96007b,gateway,online
2017-05-01T08:06:30Z,38ae7ca2,gateway,online
2017-05-01T08:07:00Z,68d7dc9c,gateway,offline
2017-05-01T08:08:20Z,cbf1edc6,gateway,offline
2017-05-01T08:11:30Z,1773fb0e,gateway,offline
2017-05-01T08:14:40Z,007f7b39,sensor,online
2017-05-01T08:17:00Z,2b2e5892,gateway,online
2017-05-01T08:19:30Z,2ae06202,sensor,offline
2017-05-01T08:22:00Z,9d8d52d0,gateway,offline
2017-05-01T08:23:30Z,cbf1edc6,gateway,online
2017-05-01T08:27:00Z,b834d10a,gateway,offline
2017-05-01T08:40:40Z,bb6dee36,gateway,offline
2017-05-01T08:54:30Z,cbf1edc6,gateway,online
2017-05-01T08:55:50Z,563b207e,sensor,offline
2017-05-01T08:58:00Z,1a96007b,gateway,offline
2017-05-01T09:03:20Z,f6f93b15,sensor,offline
2017-05-01T09:14:10Z,5cb1b6a2,gateway,online
2017-05-01T09:16:00Z,eacf3f91,gateway,offline
2017-05-01T09:17:20Z,04a3c175,gateway,online
2017-05-01T09:21:40Z,f662ad21,gateway,offline
2017-05-01T09:30:50Z,2ae06202,sensor,offline
2017-05-01T09:33:40Z,13429222,sensor,online
2017-05-01T09:37:50Z,28789491,gateway,offline
2017-05-01T09:45:10Z,370ee49f,sensor,offline
2017-05-01T09:48:10Z,a66e783b,gateway,offline
2017-05-01T09:57:20Z,2c0ddfff,gateway,online
2017-05-01T10:04:40Z,312604b9,gateway,offline
2017-05-01T10:09:50Z,f5d9c9f2,sensor,offline
2017-05-01T10:22:20Z,568dc263,sensor,online
2017-05-01T10:25:50Z,8c8e6ad4,sensor,online
2017-05-01T10:34:20Z,0413fb2e,gateway,online
2017-05-01T10:40:30Z,caedaaef,sensor,offline
2017-05-01T10:56:40Z,af04c01a,gateway,online
2017-05-01T10:57:10Z,798492f6,sensor,online
2017-05-01T10:58:50Z,c702be7d,gateway,offline
2017-05-01T10:59:40Z,361f2df5,gateway,offline
2017-05-01T11:03:10Z,5b63c532,sensor,offline
2017-05-01T11:09:40Z,5b63c532,sensor,offline
2017-05-01T11:17:40Z,6cfa974b,gateway,offline
2017-05-01T11:17:50Z,1b4fbe84,sensor,online
2017-05-01T11:22:00Z,9d8d52d0,gateway,offline
2017-05-01T11:29:40Z,9db3b7eb,gateway,offline
2017-05-01T11:30:30Z,4f1d57db,sensor,offline
2017-05-01T11:39:30Z,0eb08b02,sensor,online
2017-05-01T11:46:50Z,cc2b7e1d,sensor,offline
2017-05-01T11:53:40Z,6cfa974b,gateway,online
2017-05-01T11:56:30Z,4e0e5b16,sensor,offline
2017-05-01T11:57:40Z,a7e38f25,sensor,online
2017-05-01T11:58:10Z,ff5a5189,gateway,online
2017-05-01T11:59:10Z,10ca7efd,gateway,online
2017-05-01T12:01:20Z,17b78b6b,gateway,offline
2017-05-01T12:05:00Z,89b19920,gateway,online
2017-05-01T12:06:00Z,0eb08b02,sensor,offline
2017-05-01T12:06:30Z,0382b373,gateway,online
2017-05-01T12:13:40Z,c407b0f1,gateway,online
2017-05-01T12:14:40Z,a53675d8,sensor,offline
2017-05-01T12:22:50Z,9d8d52d0,gateway,online
2017-05-01T12:23:30Z,dc326aec,gateway,online
2017-05-01T12:27:30Z,38ae7ca2,gateway,offline
2017-05-01T12:33:20Z,45b6094c,sensor,offline
2017-05-01T12:36:50Z,28fdfb0a,sensor,online
2017-05-01T12:37:10Z,568dc263,sensor,online
2017-05-01T12:46:40Z,f6f93b15,sensor,offline
2017-05-01T12:48:00Z,1a96007b,gateway,offline
2017-05-01T12:49:30Z,ff5a5189,gateway,online
2017-05-01T12:50:10Z,07987cb2,gateway,online
2017-05-01T12:54:40Z,c991d896,gateway,offline
2017-05-01T12:56:40Z,ff5a5189,gateway,offline
2017-05-01T12:59:00Z,f5d9c9f2,sensor,online
2017-05-01T12:59:10Z,853cbd94,gateway,offline
2017-05-01T13:01:30Z,5cb1b6a2,gateway,offline
2017-05-01T13:08:20Z,dc326aec,gateway,offline
2017-05-01T13:10:40Z,04a3c175,gateway,offline
2017-05-01T13:12:30Z,219e8832,gateway,online
2017-05-01T13:14:40Z,c991d896,gateway,online
2017-05-01T13:15:50Z,2756d6c1,sensor,offline
2017-05-01T13:20:30Z,f5d9c9f2,sensor,offline
2017-05-01T13:23:20Z,e2ffecbf,sensor,online
2017-05-01T13:25:40Z,07987cb2,gateway,online
2017-05-01T13:27:00Z,17b78b6b,gateway,offline
2017-05-01T13:28:40Z,798492f6,sensor,offline
2017-05-01T13:29:10Z,89987171,gateway,online
2017-05-01T13:30:00Z,ff5a5189,gateway,offline
2017-05-01T13:33:50Z,0413fb2e,gateway,online
2017-05-01T13:34:10Z,219e8832,gateway,offline
2017-05-01T13:38:10Z,6cfa974b,gateway,offline
2017-05-01T13:43:00Z,ff5a5189,gateway,online
2017-05-01T13:48:00Z,a7e38f25,sensor,offline
2017-05-01T13:48:20Z,f5d9c9f2,sensor,offline
2017-05-01T14:02:10Z,413edcf4,gateway,offline
2017-05-01T14:03:10Z,30fbeea8,sensor,online
2017-05-01T14:08:20Z,89b19920,gateway,offline
2017-05-01T14:08:50Z,6e711d12,sensor,online
2017-05-01T14:23:30Z,e7b25c6a,sensor,online
2017-05-01T14:34:00Z,9db3b7eb,gateway,online
2017-05-01T14:46:20Z,4e0e5b16,sensor,offline
2017-05-01T14:46:40Z,8548695d,sensor,offline
2017-05-01T14:58:20Z,0413fb2e,gateway,online
2017-05-01T15:12:30Z,89987171,gateway,online
2017-05-01T15:19:50Z,4c878ab4,gateway,online
2017-05-01T15:24:50Z,0413fb2e,gateway,offline
2017-05-01T15:28:10Z,68d7dc9c,gateway,online
2017-05-01T15:28:40Z,dc326aec,gateway,offline
2017-05-01T15:33:30Z,6167c854,sensor,online
2017-05-01T15:33:40Z,89987171,gateway,offline
2017-05-01T15:38:30Z,c407b0f1,gateway,offline
2017-05-01T15:44:20Z,0413fb2e,gateway,offline
2017-05-01T15:48:00Z,10ca7efd,gateway,offline
2017-05-01T15:48:40Z,853cbd94,gateway,online
2017-05-01T15:51:20Z,f285d0aa,sensor,online
2017-05-01T15:53:10Z,8c8e6ad4,sensor,offline
2017-05-01T15:53:30Z,798492f6,sensor,online
2017-05-01T15:55:30Z,9d8d52d0,gateway,online
2017-05-01T15:55:50Z,304b98c2,gateway,online
2017-05-01T15:56:00Z,f662ad21,gateway,offline
2017-05-01T15:56:40Z,304b98c2,gateway,offline
2017-05-01T15:58:50Z,56c54b18,sensor,online
2017-05-01T16:03:30Z,b88d1935,gateway,offline
2017-05-01T16:07:10Z,2b2e5892,gateway,offline
2017-05-01T16:07:20Z,bb6dee36,gateway,offline
2017-05-01T16:08:40Z,b834d10a,gateway,offline
2017-05-01T16:13:00Z,bb438cea,sensor,online
2017-05-01T16:13:50Z,56c54b18,sensor,offline
2017-05-01T16:14:40Z,e2ffecbf,sensor,offline
2017-05-01T16:15:10Z,a7e38f25,sensor,offline
2017-05-01T16:17:00Z,154f2679,gateway,online
2017-05-01T16:19:40Z,568dc263,sensor,offline
2017-05-01T16:20:50Z,28fdfb0a,sensor,offline
2017-05-01T16:28:00Z,2ae06202,sensor,online
2017-05-01T16:31:30Z,07987cb2,gateway,online
2017-05-01T16:32:00Z,19a44e67,sensor,offline
2017-05-01T16:34:50Z,ad335fb1,sensor,online
2017-05-01T16:43:20Z,361f2df5,gateway,offline
2017-05-01T16:49:30Z,04a3c175,gateway,offline
2017-05-01T16:49:50Z,c407b0f1,gateway,online
2017-05-01T16:50:20Z,f6f93b15,sensor,online
2017-05-01T16:52:20Z,28789491,gateway,offline
2017-05-01T16:57:30Z,a4a281ad,sensor,offline
2017-05-01T17:02:10Z,eacf3f91,gateway,online
2017-05-01T17:04:30Z,12d5867c,sensor,offline
2017-05-01T17:13:30Z,e7b25c6a,sensor,online
2017-05-01T17:24:30Z,28789491,gateway,online
2017-05-01T17:26:50Z,a4a281ad,sensor,online
2017-05-01T17:31:40Z,a53675d8,sensor,online
2017-05-01T17:34:00Z,0382b373,gateway,online
2017-05-01T17:34:30Z,563b207e,sensor,offline
2017-05-01T17:47:50Z,568dc263,sensor,online
2017-05-01T17:48:30Z,798492f6,sensor,offline
2017-05-01T17:52:30Z,563b207e,sensor,offline
2017-05-01T17:54:30Z,28fdfb0a,sensor,offline
2017-05-01T17:56:00Z,e2ffecbf,sensor,offline
2017-05-01T18:13:40Z,68d7dc9c,gateway,offline
2017-05-01T18:14:30Z,a42eea06,gateway,online
2017-05-01T18:15:10Z,1b4fbe84,sensor,online
2017-05-01T18:15:20Z,a53675d8,sensor,online
2017-05-01T18:18:40Z,2756d6c1,sensor,offline
2017-05-01T18:28:50Z,312604b9,gateway,online
2017-05-01T18:29:20Z,d00f32f6,gateway,offline
2017-05-01T18:37:20Z,4c878ab4,gateway,offline
2017-05-01T18:45:10Z,9c1060fc,sensor,online
2017-05-01T18:49:00Z,e7b25c6a,sensor,offline
2017-05-01T18:53:50Z,45b6094c,sensor,offline
2017-05-01T19:00:20Z,d00f32f6,gateway,offline
2017-05-01T19:04:50Z,bb438cea,sensor,offline
2017-05-01T19:05:20Z,853cbd94,gateway,offline
2017-05-01T19:06:30Z,a7e38f25,sensor,online
2017-05-01T19:09:10Z,413edcf4,gateway,offline
2017-05-01T19:10:10Z,8548695d,sensor,online
2017-05-01T19:16:10Z,625a5351,sensor,offline
2017-05-01T19:16:20Z,c991d896,gateway,offline
2017-05-01T19:20:00Z,8c8e6ad4,sensor,online
2017-05-01T19:21:20Z,2756d6c1,sensor,online
2017-05-01T19:27:10Z,4c878ab4,gateway,offline
2017-05-01T19:28:40Z,e216c966,gateway,online
2017-05-01T19:33:40Z,13429222,sensor,online
2017-05-01T19:35:10Z,e216c966,gateway,offline
2017-05-01T19:36:00Z,41000298,sensor,offline
2017-05-01T19:37:00Z,e216c966,gateway,offline
2017-05-01T19:41:30Z,9c1060fc,sensor,offline
2017-05-01T19:43:20Z,1a96007b,gateway,online
2017-05-01T19:45:50Z,dc326aec,gateway,offline
2017-05-01T19:46:20Z,9c1060fc,sensor,online
2017-05-01T19:54:50Z,ff5a5189,gateway,online
2017-05-01T20:00:10Z,563b207e,sensor,offline
2017-05-01T20:03:20Z,cbf1edc6,gateway,offline
2017-05-01T20:03:40Z,8f3b20d8,sensor,offline
2017-05-01T20:08:50Z,f285d0aa,sensor,online
2017-05-01T20:18:00Z,8548695d,sensor,online
2017-05-01T20:19:30Z,c991d896,gateway,online
2017-05-01T20:21:50Z,86c9c2ea,sensor,offline
2017-05-01T20:31:40Z,413edcf4,gateway,online
2017-05-01T20:34:30Z,a42eea06,gateway,offline
2017-05-01T20:37:30Z,4c878ab4,gateway,offline
2017-05-01T20:43:00Z,9bc9d650,sensor,online
2017-05-01T20:43:50Z,b834d10a,gateway,offline
2017-05-01T20:44:30Z,370ee49f,sensor,offline
2017-05-01T20:46:50Z,f5d9c9f2,sensor,online
2017-05-01T20:48:00Z,28789491,gateway,offline
2017-05-01T20:51:20Z,eacf3f91,gateway,offline
2017-05-01T20:52:20Z,5b63c532,sensor,online
2017-05-01T20:53:00Z,12d5867c,sensor,online
2017-05-01T20:58:40Z,295a3b4a,gateway,online
2017-05-01T21:12:50Z,ff5a5189,gateway,online
2017-05-01T21:15:00Z,2ae06202,sensor,online
2017-05-01T21:18:00Z,798492f6,sensor,offline
2017-05-01T21:18:40Z,cbf1edc6,gateway,offline
2017-05-01T21:22:00Z,2ae06202,sensor,offline
2017-05-01T21:23:50Z,af04c01a,gateway,online
2017-05-01T21:27:20Z,04a3c175,gateway,online
2017-05-01T21:31:00Z,eacf3f91,gateway,online
2017-05-01T21:32:20Z,5b2a424f,gateway,online
2017-05-01T21:36:00Z,10ca7efd,gateway,online
2017-05-01T21:39:00Z,1773fb0e,gateway,online
2017-05-01T21:50:50Z,5cb1b6a2,gateway,offline
2017-05-01T21:55:50Z,6167c854,sensor,online
2017-05-01T21:57:10Z,9bc9d650,sensor,offline
2017-05-01T22:01:10Z,cc2b7e1d,sensor,offline
2017-05-01T22:06:50Z,4f1d57db,sensor,offline
2017-05-01T22:11:30Z,c407b0f1,gateway,online
2017-05-01T22:17:50Z,9d8d52d0,gateway,offline
2017-05-01T22:18:00Z,eacf3f91,gateway,online
2017-05-01T22:22:30Z,86c9c2ea,sensor,online
2017-05-01T22:37:00Z,8548695d,sensor,online
2017-05-01T22:43:40Z,a4a281ad,sensor,online
2017-05-01T22:47:00Z,0c1c4936,gateway,online
2017-05-01T22:48:40Z,19a44e67,sensor,offline
2017-05-01T22:50:50Z,19a44e67,sensor,offline
2017-05-01T22:54:30Z,89987171,gateway,offline
2017-05-01T22:56:20Z,28fdfb0a,sensor,online
2017-05-01T22:58:20Z,f285d0aa,sensor,online
2017-05-01T23:00:50Z,9bc9d650,sensor,online
2017-05-01T23:04:30Z,791a8e88,sensor,online
2017-05-01T23:15:40Z,b88d1935,gateway,online
2017-05-01T23:18:30Z,ff5a5189,gateway,online
2017-05-01T23:24:30Z,c702be7d,gateway,online
2017-05-01T23:29:40Z,9db3b7eb,gateway,online
2017-05-01T23:31:20Z,2c0ddfff,gateway,online
2017-05-01T23:40:50Z,568dc263,sensor,offline
2017-05-01T23:44:30Z,2b2e5892,gateway,offline
2017-05-01T23:51:40Z,6fbbd5ea,sensor,offline
2017-05-01T23:53:20Z,568dc263,sensor,online
2017-05-01T23:55:00Z,312604b9,gateway,offline
2017-05-01T23:59:50Z,17b78b6b,gateway,offline
2017-05-02T00:18:00Z,41000298,sensor,offline
2017-05-02T00:30:40Z,798492f6,sensor,online
2017-05-02T00:31:20Z,798492f6,sensor,offline
2017-05-02T00:32:00Z,2756d6c1,sensor,online
2017-05-02T00:45:40Z,2b2e5892,gateway,online
2017-05-02T00:45:50Z,ad335fb1,sensor,offline
2017-05-02T00:47:00Z,563b207e,sensor,offline
2017-05-02T00:53:50Z,ff5a5189,gateway,online
2017-05-02T00:54:50Z,bb10684d,sensor,online
2017-05-02T00:57:40Z,2b2e5892,gateway,online
2017-05-02T01:01:30Z,bb438cea,sensor,offline
2017-05-02T01:02:00Z,45b6094c,sensor,online
2017-05-02T01:03:40Z,1a96007b,gateway,offline
2017-05-02T01:07:30Z,19a44e67,sensor,online
2017-05-02T01:10:50Z,fb94514f,sensor,online
2017-05-02T01:12:00Z,cbf1edc6,gateway,online
2017-05-02T01:15:20Z,413edcf4,gateway,online
2017-05-02T01:16:00Z,45b6094c,sensor,offline
2017-05-02T01:17:50Z,bb438cea,sensor,offline
2017-05-02T01:18:30Z,007f7b39,sensor,online
2017-05-02T01:24:40Z,13429222,sensor,offline
2017-05-02T01:32:50Z,13429222,sensor,offline
2017-05-02T01:34:40Z,0c1c4936,gateway,online
2017-05-02T01:39:00Z,370ee49f,sensor,online
2017-05-02T01:44:40Z,30fbeea8,sensor,online
2017-05-02T01:47:30Z,8c8e6ad4,sensor,online
2017-05-02T01:51:20Z,9d8d52d0,gateway,offline
2017-05-02T01:54:20Z,007f7b39,sensor,online
2017-05-02T02:00:00Z,fb94514f,sensor,online
2017-05-02T02:00:20Z,219e8832,gateway,online
2017-05-02T02:09:30Z,563b207e,sensor,online
2017-05-02T02:10:30Z,0413fb2e,gateway,online
2017-05-02T02:17:30Z,1475213f,sensor,online
2017-05-02T02:22:20Z,cc2b7e1d,sensor,offline
2017-05-02T02:26:00Z,07987cb2,gateway,offline
2017-05-02T02:28:50Z,d00f32f6,gateway,online
2017-05-02T02:36:30Z,c702be7d,gateway,offline
2017-05-02T02:44:00Z,154f2679,gateway,offline
2017-05-02T02:50:00Z,bb438cea,sensor,offline
2017-05-02T02:51:00Z,dc326aec,gateway,online
2017-05-02T02:52:00Z,eacf3f91,gateway,offline
2017-05-02T02:54:20Z,17b78b6b,gateway,online
2017-05-02T02:55:40Z,89b19920,gateway,online
2017-05-02T02:57:40Z,89987171,gateway,online
2017-05-02T02:59:50Z,5cb1b6a2,gateway,offline
2017-05-02T03:00:10Z,a4a281ad,sensor,online
2017-05-02T03:03:00Z,295a3b4a,gateway,offline
2017-05-02T03:06:40Z,6fbbd5ea,sensor,online
2017-05-02T03:07:10Z,ad335fb1,sensor,online
2017-05-02T03:28:30Z,07987cb2,gateway,offline
2017-05-02T03:30:40Z,13429222,sensor,online
2017-05-02T03:31:10Z,bb6dee36,gateway,offline
2017-05-02T03:40:50Z,aa7bfb88,sensor,online
2017-05-02T03:43:40Z,d00f32f6,gateway,offline
2017-05-02T03:46:40Z,0382b373,gateway,online
2017-05-02T03:50:00Z,a42eea06,gateway,online
2017-05-02T03:51:00Z,f6f93b15,sensor,online
2017-05-02T03:56:20Z,12d5867c,sensor,offline
2017-05-02T03:58:00Z,4e0e5b16,sensor,offline
2017-05-02T03:59:20Z,a42eea06,gateway,online
2017-05-02T04:01:20Z,10ca7efd,gateway,offline
2017-05-02T04:02:40Z,2c0ddfff,gateway,offline
2017-05-02T04:03:50Z,1a96007b,gateway,online
2017-05-02T04:05:00Z,568dc263,sensor,offline
2017-05-02T04:05:10Z,0382b373,gateway,online
2017-05-02T04:09:30Z,c407b0f1,gateway,offline
2017-05-02T04:10:00Z,9bc9d650,sensor,online
2017-05-02T04:11:20Z,a53675d8,sensor,offline
2017-05-02T04:18:00Z,89987171,gateway,online
2017-05-02T04:29:10Z,5b2a424f,gateway,online
2017-05-02T04:37:30Z,1a96007b,gateway,offline
2017-05-02T04:49:50Z,1773fb0e,gateway,offline
2017-05-02T04:50:10Z,295a3b4a,gateway,offline
2017-05-02T04:50:50Z,28789491,gateway,offline
2017-05-02T04:53:20Z,4f1d57db,sensor,offline
2017-05-02T05:02:20Z,56c54b18,sensor,online
2017-05-02T05:03:40Z,6167c854,sensor,online
2017-05-02T05:08:40Z,ff5a5189,gateway,online
2017-05-02T05:08:50Z,9d8d52d0,gateway,offline
2017-05-02T05:10:20Z,bb438cea,sensor,offline
2017-05-02T05:18:00Z,2b2e5892,gateway,offline
2017-05-02T05:18:20Z,439b1b81,gateway,offline
2017-05-02T05:20:10Z,312604b9,gateway,offline
2017-05-02T05:22:00Z,12d5867c,sensor,offline
2017-05-02T05:25:30Z,fb94514f,sensor,online
2017-05-02T05:28:40Z,295a3b4a,gateway,online
2017-05-02T05:30:50Z,ad335fb1,sensor,online
2017-05-02T05:31:50Z,1a96007b,gateway,offline
2017-05-02T05:33:00Z,e7b25c6a,sensor,offline
2017-05-02T05:33:40Z,68d7dc9c,gateway,online
2017-05-02T05:34:10Z,2756d6c1,sensor,offline
2017-05-02T05:34:40Z,30fbeea8,sensor,offline
2017-05-02T05:35:40Z,a53675d8,sensor,online
2017-05-02T05:37:10Z,9bc9d650,sensor,offline
2017-05-02T05:41:30Z,caedaaef,sensor,online
2017-05-02T05:48:00Z,154f2679,gateway,online
2017-05-02T05:49:00Z,b88d1935,gateway,offline
2017-05-02T05:49:40Z,6cfa974b,gateway,online
2017-05-02T05:51:50Z,0c1c4936,gateway,offline
2017-05-02T06:02:50Z,a42eea06,gateway,offline
2017-05-02T06:07:50Z,1773fb0e,gateway,online
2017-05-02T06:11:30Z,8fbbcb28,gateway,offline
2017-05-02T06:12:00Z,f662ad21,gateway,online
2017-05-02T06:17:00Z,5cb1b6a2,gateway,online
2017-05-02T06:17:30Z,56c54b18,sensor,offline
2017-05-02T06:22:40Z,3831469f,gateway,offline
2017-05-02T06:27:30Z,89987171,gateway,offline
2017-05-02T06:29:10Z,89b19920,gateway,online
2017-05-02T06:31:20Z,2b2e5892,gateway,online
2017-05-02T06:33:40Z,c702be7d,gateway,offline
2017-05-02T06:37:30Z,312604b9,gateway,online
2017-05-02T06:38:00Z,fb94514f,sensor,offline
2017-05-02T06:39:10Z,13429222,sensor,online
2017-05-02T06:49:00Z,28789491,gateway,offline
